id,expt_id,duration,true,pred,age,gender,filename
1094,2,500,1,0,93,male,real-blur/real-blur-40.jpg
1095,2,500,0,0,93,male,gan-blur/gan-blur-24.jpg
1096,2,500,1,1,93,male,real-blur/real-blur-36.jpg
1097,2,500,0,1,93,male,gan-blur/gan-blur-34.jpg
1098,2,500,1,1,93,male,real-blur/real-blur-24.jpg
1099,2,250,1,1,93,male,real-blur/real-blur-15.jpg
1100,2,250,1,1,93,male,real-blur/real-blur-48.jpg
1101,2,250,1,1,93,male,real-blur/real-blur-41.jpg
1102,2,250,0,1,93,male,gan-blur/gan-blur-29.jpg
1103,2,250,0,1,93,male,gan-blur/gan-blur-5.jpg
1104,2,250,0,1,93,male,gan-blur/gan-blur-4.jpg
1105,1,5000,1,1,18,male,real/real-42.jpg
1106,1,5000,0,0,18,male,gan/gan-42.jpg
1107,1,5000,0,0,18,male,gan/gan-36.jpg
1108,1,5000,1,1,18,male,real/real-1.jpg
1109,1,5000,0,1,18,male,gan/gan-28.jpg
1110,1,5000,1,1,18,male,real/real-20.jpg
1111,1,2000,1,1,18,male,real/real-1.jpg
1112,1,2000,1,0,18,male,real/real-36.jpg
1113,1,2000,0,0,18,male,gan/gan-23.jpg
1114,1,2000,0,0,18,male,gan/gan-8.jpg
1115,1,2000,0,0,18,male,gan/gan-29.jpg
1116,1,2000,1,1,18,male,real/real-39.jpg
1117,1,1000,1,1,18,male,real/real-23.jpg
1118,1,1000,1,0,18,male,real/real-51.jpg
1119,1,1000,0,0,18,male,gan/gan-36.jpg
1120,1,1000,0,0,18,male,gan/gan-9.jpg
1121,1,1000,1,1,18,male,real/real-28.jpg
1122,1,1000,0,0,18,male,gan/gan-2.jpg
1123,1,5000,1,1,21,female,real/real-16.jpg
1124,1,5000,0,0,21,female,gan/gan-25.jpg
1125,1,5000,1,0,21,female,real/real-5.jpg
1126,1,5000,1,1,21,female,real/real-33.jpg
1127,1,5000,0,0,21,female,gan/gan-34.jpg
1128,1,5000,0,0,21,female,gan/gan-35.jpg
1129,1,2000,0,0,21,female,gan/gan-32.jpg
1130,1,2000,0,1,21,female,gan/gan-11.jpg
1131,1,2000,1,1,21,female,real/real-41.jpg
1132,1,2000,1,1,21,female,real/real-21.jpg
1133,1,2000,0,0,21,female,gan/gan-3.jpg
1134,1,2000,1,1,21,female,real/real-39.jpg
1135,1,1000,0,0,21,female,gan/gan-24.jpg
1136,1,1000,0,0,21,female,gan/gan-16.jpg
1137,1,1000,1,1,21,female,real/real-43.jpg
1138,1,1000,1,1,21,female,real/real-28.jpg
1139,1,1000,0,0,21,female,gan/gan-26.jpg
1140,1,1000,1,1,21,female,real/real-18.jpg
1141,1,500,0,0,21,female,gan/gan-37.jpg
1142,1,500,1,0,21,female,real/real-14.jpg
1143,1,500,1,1,21,female,real/real-33.jpg
1144,1,500,1,1,21,female,real/real-10.jpg
1145,1,500,0,0,21,female,gan/gan-24.jpg
1146,1,500,0,0,21,female,gan/gan-7.jpg
1147,1,250,1,1,21,female,real/real-40.jpg
1148,1,250,0,0,21,female,gan/gan-28.jpg
1149,1,250,1,1,21,female,real/real-58.jpg
1150,1,250,0,0,21,female,gan/gan-23.jpg
1151,1,250,1,0,21,female,real/real-4.jpg
1152,1,250,0,0,21,female,gan/gan-7.jpg
1153,1,5000,0,0,19,female,gan/gan-23.jpg
1154,1,5000,1,1,19,female,real/real-17.jpg
1155,1,5000,1,1,19,female,real/real-50.jpg
1156,1,5000,1,0,19,female,real/real-51.jpg
1157,1,5000,0,0,19,female,gan/gan-31.jpg
1158,1,5000,0,0,19,female,gan/gan-41.jpg
1159,1,2000,1,1,19,female,real/real-39.jpg
1160,1,2000,0,0,19,female,gan/gan-20.jpg
1161,1,2000,1,1,19,female,real/real-32.jpg
1162,1,2000,0,1,19,female,gan/gan-7.jpg
1163,1,2000,0,0,19,female,gan/gan-19.jpg
1164,1,2000,1,0,19,female,real/real-57.jpg
1165,1,1000,1,0,19,female,real/real-55.jpg
1166,1,1000,0,1,19,female,gan/gan-10.jpg
1167,1,1000,0,0,19,female,gan/gan-11.jpg
1168,1,1000,1,1,19,female,real/real-36.jpg
1169,1,1000,0,0,19,female,gan/gan-12.jpg
1170,1,1000,1,1,19,female,real/real-42.jpg
1171,1,500,1,1,19,female,real/real-39.jpg
1172,1,500,0,0,19,female,gan/gan-35.jpg
1173,1,500,1,1,19,female,real/real-25.jpg
1174,1,500,0,0,19,female,gan/gan-36.jpg
1175,1,500,0,0,19,female,gan/gan-16.jpg
1176,1,500,1,1,19,female,real/real-3.jpg
1177,1,250,0,0,19,female,gan/gan-22.jpg
1178,1,250,1,1,19,female,real/real-25.jpg
1179,1,250,0,0,19,female,gan/gan-29.jpg
1180,1,250,1,1,19,female,real/real-11.jpg
1181,1,250,0,1,19,female,gan/gan-34.jpg
1182,1,250,1,1,19,female,real/real-22.jpg
1183,2,5000,1,0,19,female,real-blur/real-blur-47.jpg
1184,2,5000,1,1,19,female,real-blur/real-blur-13.jpg
1185,2,5000,0,0,19,female,gan-blur/gan-blur-41.jpg
1186,2,5000,0,0,19,female,gan-blur/gan-blur-24.jpg
1187,2,5000,0,1,19,female,gan-blur/gan-blur-3.jpg
1188,2,5000,1,1,19,female,real-blur/real-blur-28.jpg
1189,1,5000,0,1,21,female,gan/gan-10.jpg
1190,1,5000,1,1,21,female,real/real-20.jpg
1191,1,5000,1,0,21,female,real/real-30.jpg
1192,1,5000,1,1,21,female,real/real-39.jpg
1193,1,5000,0,1,21,female,gan/gan-15.jpg
1194,1,5000,0,0,21,female,gan/gan-19.jpg
1195,1,2000,0,1,21,female,gan/gan-34.jpg
1196,1,2000,0,1,21,female,gan/gan-8.jpg
1197,1,2000,1,0,21,female,real/real-55.jpg
1198,1,2000,0,0,21,female,gan/gan-35.jpg
1199,1,2000,1,0,21,female,real/real-6.jpg
1200,1,2000,1,0,21,female,real/real-49.jpg
1201,1,1000,0,0,21,female,gan/gan-28.jpg
1202,1,1000,0,0,21,female,gan/gan-19.jpg
1203,1,1000,1,1,21,female,real/real-56.jpg
1204,1,1000,0,1,21,female,gan/gan-20.jpg
1205,1,1000,1,0,21,female,real/real-6.jpg
1206,1,1000,1,1,21,female,real/real-2.jpg
1207,1,500,0,1,21,female,gan/gan-13.jpg
1208,1,500,1,0,21,female,real/real-45.jpg
1209,1,500,1,0,21,female,real/real-24.jpg
1210,1,500,0,0,21,female,gan/gan-5.jpg
1211,1,500,1,1,21,female,real/real-53.jpg
1212,1,500,0,0,21,female,gan/gan-28.jpg
1213,1,250,1,1,21,female,real/real-58.jpg
1214,1,250,1,0,21,female,real/real-38.jpg
1215,1,250,0,0,21,female,gan/gan-19.jpg
1216,1,250,1,1,21,female,real/real-19.jpg
1217,1,250,0,0,21,female,gan/gan-29.jpg
1218,1,250,0,0,21,female,gan/gan-9.jpg
1219,1,5000,1,1,18,female,real/real-56.jpg
1220,1,5000,0,0,18,female,gan/gan-37.jpg
1221,1,5000,1,0,18,female,real/real-18.jpg
1222,1,5000,1,0,18,female,real/real-4.jpg
1223,1,5000,0,1,18,female,gan/gan-11.jpg
1224,1,5000,0,0,18,female,gan/gan-5.jpg
1225,1,2000,1,0,18,female,real/real-2.jpg
1226,1,2000,1,0,18,female,real/real-55.jpg
1227,1,2000,1,0,18,female,real/real-31.jpg
1228,1,2000,0,0,18,female,gan/gan-38.jpg
1229,1,2000,0,1,18,female,gan/gan-10.jpg
1230,1,2000,0,0,18,female,gan/gan-25.jpg
1231,1,1000,0,1,18,female,gan/gan-10.jpg
1232,1,1000,0,0,18,female,gan/gan-39.jpg
1233,1,1000,0,1,18,female,gan/gan-27.jpg
1234,1,1000,1,0,18,female,real/real-51.jpg
1235,1,1000,1,0,18,female,real/real-15.jpg
1236,1,1000,1,0,18,female,real/real-13.jpg
1237,1,500,0,1,18,female,gan/gan-40.jpg
1238,1,500,1,0,18,female,real/real-22.jpg
1239,1,500,1,0,18,female,real/real-21.jpg
1240,1,500,1,1,18,female,real/real-57.jpg
1241,1,500,0,0,18,female,gan/gan-30.jpg
1242,1,500,0,0,18,female,gan/gan-6.jpg
1243,1,250,1,0,18,female,real/real-36.jpg
1244,1,250,1,0,18,female,real/real-40.jpg
1245,1,250,0,1,18,female,gan/gan-13.jpg
1246,1,250,0,1,18,female,gan/gan-40.jpg
1247,1,250,0,0,18,female,gan/gan-1.jpg
1248,1,250,1,1,18,female,real/real-33.jpg
1249,2,5000,1,1,18,female,real-blur/real-blur-40.jpg
1250,2,5000,0,0,18,female,gan-blur/gan-blur-36.jpg
1251,2,5000,1,0,18,female,real-blur/real-blur-18.jpg
1252,2,5000,0,1,18,female,gan-blur/gan-blur-34.jpg
1253,2,5000,1,0,18,female,real-blur/real-blur-1.jpg
1254,2,5000,0,1,18,female,gan-blur/gan-blur-6.jpg
1255,2,2000,0,0,18,female,gan-blur/gan-blur-31.jpg
1256,2,2000,0,0,18,female,gan-blur/gan-blur-9.jpg
1257,2,2000,0,1,18,female,gan-blur/gan-blur-10.jpg
1258,2,2000,1,0,18,female,real-blur/real-blur-11.jpg
1259,2,2000,1,0,18,female,real-blur/real-blur-3.jpg
1260,2,2000,1,0,18,female,real-blur/real-blur-26.jpg
1261,2,1000,0,1,18,female,gan-blur/gan-blur-12.jpg
1262,2,1000,1,0,18,female,real-blur/real-blur-25.jpg
1263,2,1000,0,0,18,female,gan-blur/gan-blur-41.jpg
1264,2,1000,1,0,18,female,real-blur/real-blur-64.jpg
1265,2,1000,0,1,18,female,gan-blur/gan-blur-34.jpg
1266,2,1000,1,0,18,female,real-blur/real-blur-6.jpg
1267,2,500,0,0,18,female,gan-blur/gan-blur-40.jpg
1268,2,500,0,0,18,female,gan-blur/gan-blur-18.jpg
1269,2,500,1,0,18,female,real-blur/real-blur-39.jpg
1270,2,500,0,1,18,female,gan-blur/gan-blur-13.jpg
1271,2,500,1,0,18,female,real-blur/real-blur-33.jpg
1272,2,500,1,0,18,female,real-blur/real-blur-54.jpg
1273,2,250,1,0,18,female,real-blur/real-blur-45.jpg
1274,2,250,1,1,18,female,real-blur/real-blur-15.jpg
1275,2,250,0,1,18,female,gan-blur/gan-blur-17.jpg
1276,2,250,0,1,18,female,gan-blur/gan-blur-15.jpg
1277,2,250,1,0,18,female,real-blur/real-blur-14.jpg
1278,2,250,0,0,18,female,gan-blur/gan-blur-21.jpg
1279,1,5000,0,1,19,female,gan/gan-8.jpg
1280,1,5000,0,0,19,female,gan/gan-37.jpg
1281,1,5000,1,0,19,female,real/real-30.jpg
1282,1,5000,1,0,19,female,real/real-1.jpg
1283,1,5000,0,0,19,female,gan/gan-31.jpg
1284,1,5000,1,0,19,female,real/real-40.jpg
1285,1,2000,0,0,19,female,gan/gan-22.jpg
1286,1,2000,1,1,19,female,real/real-53.jpg
1287,1,2000,0,0,19,female,gan/gan-29.jpg
1288,1,2000,0,1,19,female,gan/gan-42.jpg
1289,1,2000,1,1,19,female,real/real-55.jpg
1290,1,2000,1,1,19,female,real/real-58.jpg
1291,1,1000,1,1,19,female,real/real-37.jpg
1292,1,1000,0,0,19,female,gan/gan-6.jpg
1293,1,1000,1,1,19,female,real/real-22.jpg
1294,1,1000,1,1,19,female,real/real-55.jpg
1295,1,1000,0,1,19,female,gan/gan-5.jpg
1296,1,1000,0,1,19,female,gan/gan-35.jpg
1297,1,500,1,1,19,female,real/real-41.jpg
1298,1,500,0,1,19,female,gan/gan-27.jpg
1299,1,500,0,0,19,female,gan/gan-34.jpg
1300,1,500,0,1,19,female,gan/gan-37.jpg
1301,1,500,1,1,19,female,real/real-12.jpg
1302,1,500,1,0,19,female,real/real-23.jpg
1303,1,250,1,1,19,female,real/real-2.jpg
1304,1,250,1,0,19,female,real/real-1.jpg
1305,1,250,0,1,19,female,gan/gan-40.jpg
1306,1,250,1,1,19,female,real/real-22.jpg
1307,1,250,0,1,19,female,gan/gan-42.jpg
1308,1,250,0,1,19,female,gan/gan-27.jpg
1309,2,5000,0,0,19,female,gan-blur/gan-blur-25.jpg
1310,2,5000,1,0,19,female,real-blur/real-blur-36.jpg
1311,2,5000,1,1,19,female,real-blur/real-blur-67.jpg
1312,2,5000,1,1,19,female,real-blur/real-blur-53.jpg
1313,2,5000,0,1,19,female,gan-blur/gan-blur-17.jpg
1314,2,5000,0,0,19,female,gan-blur/gan-blur-10.jpg
1315,2,2000,0,0,19,female,gan-blur/gan-blur-15.jpg
1316,2,2000,1,0,19,female,real-blur/real-blur-21.jpg
1317,2,2000,0,1,19,female,gan-blur/gan-blur-17.jpg
1318,2,2000,1,0,19,female,real-blur/real-blur-31.jpg
1319,2,2000,0,0,19,female,gan-blur/gan-blur-5.jpg
1320,2,2000,1,1,19,female,real-blur/real-blur-7.jpg
1321,2,1000,1,0,19,female,real-blur/real-blur-29.jpg
1322,2,1000,0,0,19,female,gan-blur/gan-blur-4.jpg
1323,2,1000,0,1,19,female,gan-blur/gan-blur-7.jpg
1324,2,1000,1,1,19,female,real-blur/real-blur-32.jpg
1325,2,1000,1,0,19,female,real-blur/real-blur-39.jpg
1326,2,1000,0,1,19,female,gan-blur/gan-blur-14.jpg
1327,2,500,1,0,19,female,real-blur/real-blur-21.jpg
1328,2,500,0,0,19,female,gan-blur/gan-blur-3.jpg
1329,2,500,0,0,19,female,gan-blur/gan-blur-31.jpg
1330,2,500,1,1,19,female,real-blur/real-blur-8.jpg
1331,2,500,1,1,19,female,real-blur/real-blur-55.jpg
1332,2,500,0,1,19,female,gan-blur/gan-blur-1.jpg
1333,2,250,1,0,19,female,real-blur/real-blur-33.jpg
1334,2,250,0,0,19,female,gan-blur/gan-blur-32.jpg
1335,2,250,1,1,19,female,real-blur/real-blur-14.jpg
1336,2,250,0,1,19,female,gan-blur/gan-blur-10.jpg
1337,2,250,0,1,19,female,gan-blur/gan-blur-13.jpg
1338,2,250,1,1,19,female,real-blur/real-blur-57.jpg
1339,1,5000,0,0,21,female,gan/gan-6.jpg
1340,1,5000,1,1,21,female,real/real-14.jpg
1341,1,5000,0,1,21,female,gan/gan-42.jpg
1342,1,5000,1,1,21,female,real/real-46.jpg
1343,1,5000,1,0,21,female,real/real-8.jpg
1344,1,5000,0,0,21,female,gan/gan-10.jpg
1345,1,2000,1,1,21,female,real/real-24.jpg
1346,1,2000,1,0,21,female,real/real-11.jpg
1347,1,2000,0,0,21,female,gan/gan-16.jpg
1348,1,2000,1,1,21,female,real/real-52.jpg
1349,1,2000,0,0,21,female,gan/gan-23.jpg
1350,1,2000,0,1,21,female,gan/gan-35.jpg
1351,1,5000,0,0,21,male,gan/gan-16.jpg
1352,1,5000,0,0,21,male,gan/gan-20.jpg
1353,1,5000,0,0,21,male,gan/gan-7.jpg
1354,1,5000,1,1,21,male,real/real-3.jpg
1355,1,5000,1,1,21,male,real/real-8.jpg
1356,1,5000,1,1,21,male,real/real-1.jpg
1357,1,2000,0,0,21,male,gan/gan-5.jpg
1358,1,2000,0,0,21,male,gan/gan-22.jpg
1359,1,2000,1,1,21,male,real/real-4.jpg
1360,1,2000,1,1,21,male,real/real-35.jpg
1361,1,2000,0,0,21,male,gan/gan-19.jpg
1362,1,2000,1,1,21,male,real/real-40.jpg
1363,1,1000,0,1,21,male,gan/gan-19.jpg
1364,1,1000,1,1,21,male,real/real-2.jpg
1365,1,1000,0,1,21,male,gan/gan-21.jpg
1366,1,1000,0,0,21,male,gan/gan-5.jpg
1367,1,1000,1,1,21,male,real/real-22.jpg
1368,1,1000,1,1,21,male,real/real-7.jpg
1369,1,500,0,1,21,male,gan/gan-25.jpg
1370,1,500,1,1,21,male,real/real-18.jpg
1371,1,500,1,1,21,male,real/real-45.jpg
1372,1,500,0,1,21,male,gan/gan-28.jpg
1373,1,500,0,1,21,male,gan/gan-29.jpg
1374,1,500,1,1,21,male,real/real-42.jpg
1375,1,250,1,1,21,male,real/real-28.jpg
1376,1,250,0,0,21,male,gan/gan-3.jpg
1377,1,250,1,1,21,male,real/real-23.jpg
1378,1,250,0,1,21,male,gan/gan-21.jpg
1379,1,250,0,1,21,male,gan/gan-39.jpg
1380,1,250,1,1,21,male,real/real-42.jpg
1381,2,5000,0,0,21,male,gan-blur/gan-blur-23.jpg
1382,2,5000,1,0,21,male,real-blur/real-blur-49.jpg
1383,2,5000,0,0,21,male,gan-blur/gan-blur-39.jpg
1384,2,5000,0,0,21,male,gan-blur/gan-blur-16.jpg
1385,2,5000,1,1,21,male,real-blur/real-blur-31.jpg
1386,2,5000,1,0,21,male,real-blur/real-blur-11.jpg
1387,2,2000,1,1,21,male,real-blur/real-blur-61.jpg
1388,2,2000,1,1,21,male,real-blur/real-blur-51.jpg
1389,2,2000,1,1,21,male,real-blur/real-blur-21.jpg
1390,2,2000,0,0,21,male,gan-blur/gan-blur-31.jpg
1391,2,2000,0,0,21,male,gan-blur/gan-blur-40.jpg
1392,2,2000,0,1,21,male,gan-blur/gan-blur-38.jpg
1393,2,1000,1,1,21,male,real-blur/real-blur-21.jpg
1394,2,1000,0,0,21,male,gan-blur/gan-blur-9.jpg
1395,2,1000,1,1,21,male,real-blur/real-blur-1.jpg
1396,2,1000,1,0,21,male,real-blur/real-blur-51.jpg
1397,2,1000,0,0,21,male,gan-blur/gan-blur-4.jpg
1398,2,1000,0,0,21,male,gan-blur/gan-blur-26.jpg
1399,2,500,1,0,21,male,real-blur/real-blur-58.jpg
1400,2,500,1,0,21,male,real-blur/real-blur-49.jpg
1401,2,500,0,1,21,male,gan-blur/gan-blur-13.jpg
1402,2,500,0,0,21,male,gan-blur/gan-blur-10.jpg
1403,2,500,1,1,21,male,real-blur/real-blur-12.jpg
1404,2,500,0,1,21,male,gan-blur/gan-blur-15.jpg
1405,2,250,1,1,21,male,real-blur/real-blur-31.jpg
1406,2,250,1,0,21,male,real-blur/real-blur-32.jpg
1407,2,250,0,1,21,male,gan-blur/gan-blur-26.jpg
1408,2,250,0,1,21,male,gan-blur/gan-blur-1.jpg
1409,2,250,0,1,21,male,gan-blur/gan-blur-13.jpg
1410,2,250,1,0,21,male,real-blur/real-blur-48.jpg
1411,1,1000,1,0,21,female,real/real-32.jpg
1412,1,1000,0,0,21,female,gan/gan-36.jpg
1413,1,1000,1,0,21,female,real/real-4.jpg
1414,1,1000,0,0,21,female,gan/gan-15.jpg
1415,1,1000,0,1,21,female,gan/gan-1.jpg
1416,1,1000,1,0,21,female,real/real-40.jpg
1417,1,5000,1,1,20,female,real/real-38.jpg
1418,1,5000,0,0,20,female,gan/gan-28.jpg
1419,1,5000,0,1,20,female,gan/gan-26.jpg
1420,1,5000,1,0,20,female,real/real-47.jpg
1421,1,5000,1,0,20,female,real/real-6.jpg
1422,1,5000,0,1,20,female,gan/gan-42.jpg
1423,1,2000,1,0,20,female,real/real-47.jpg
1424,1,2000,0,1,20,female,gan/gan-20.jpg
1425,1,2000,0,0,20,female,gan/gan-6.jpg
1426,1,2000,0,1,20,female,gan/gan-19.jpg
1427,1,2000,1,1,20,female,real/real-53.jpg
1428,1,2000,1,1,20,female,real/real-12.jpg
1429,1,1000,0,0,20,female,gan/gan-8.jpg
1430,1,1000,1,1,20,female,real/real-39.jpg
1431,1,1000,0,0,20,female,gan/gan-37.jpg
1432,1,1000,0,1,20,female,gan/gan-20.jpg
1433,1,1000,1,0,20,female,real/real-49.jpg
1434,1,1000,1,1,20,female,real/real-23.jpg
1435,1,500,0,0,20,female,gan/gan-14.jpg
1436,1,500,1,1,20,female,real/real-58.jpg
1437,1,500,0,1,20,female,gan/gan-3.jpg
1438,1,500,1,1,20,female,real/real-44.jpg
1439,1,500,0,0,20,female,gan/gan-34.jpg
1440,1,500,1,0,20,female,real/real-35.jpg
1441,1,500,0,1,21,female,gan/gan-42.jpg
1442,1,500,1,0,21,female,real/real-31.jpg
1443,1,500,1,1,21,female,real/real-46.jpg
1444,1,500,0,1,21,female,gan/gan-32.jpg
1445,1,500,1,1,21,female,real/real-17.jpg
1446,1,500,0,1,21,female,gan/gan-8.jpg
1447,1,250,1,1,20,female,real/real-20.jpg
1448,1,250,0,1,20,female,gan/gan-13.jpg
1449,1,250,0,0,20,female,gan/gan-34.jpg
1450,1,250,1,1,20,female,real/real-18.jpg
1451,1,250,0,1,20,female,gan/gan-1.jpg
1452,1,250,1,0,20,female,real/real-24.jpg
1453,2,5000,0,1,20,female,gan-blur/gan-blur-16.jpg
1454,2,5000,1,0,20,female,real-blur/real-blur-11.jpg
1455,2,5000,1,0,20,female,real-blur/real-blur-14.jpg
1456,2,5000,0,0,20,female,gan-blur/gan-blur-13.jpg
1457,2,5000,1,1,20,female,real-blur/real-blur-23.jpg
1458,2,5000,0,0,20,female,gan-blur/gan-blur-15.jpg
1459,2,2000,1,0,20,female,real-blur/real-blur-33.jpg
1460,2,2000,0,0,20,female,gan-blur/gan-blur-18.jpg
